risk_score,hdi,ndvi,evi,ndwi,temp,rain,nightlights,curr_fire_risk,curr_poaching_risk,curr_encroachment_risk,curr_drought_risk,curr_heat_risk,sens_fire,sens_poaching,sens_encroachment,sens_drought,sens_disease,sens_power_lines,is_plant,is_mammal,is_bird,is_reptile,is_amphibian,is_insect,is_marine,is_fungi,action,outcome
0.19,0.76,0.15,0.14,0.33,38.9,1552.0,7.6,0.27,0.22,0.2,0.09,0.04,0.26,0.39,0.56,0.94,0.41,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.2,0.4,0.26,0.22,-0.15,39.2,2480.0,4.1,0.02,0.26,0.06,0.29,0.14,0.33,0.62,0.59,0.65,1.0,0.02,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.19,0.78,0.16,0.15,-0.13,25.4,2463.0,3.3,0.17,0.22,0.95,0.17,0.09,0.48,0.39,1.0,0.27,0.27,0.0,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.31,0.9,0.55,0.54,-0.32,20.1,97.0,9.0,0.19,0.07,0.2,0.77,0.09,0.28,0.93,0.27,1.0,0.15,0.02,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.15,0.85,0.49,0.43,-0.36,24.8,702.0,4.1,0.03,0.28,0.89,0.1,0.03,0.98,0.92,1.0,0.72,0.26,0.18,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.21,0.87,0.46,0.38,-0.01,26.7,1578.0,4.5,0.04,0.28,0.97,0.29,0.05,0.96,0.41,1.0,0.47,0.07,0.05,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.11,0.88,0.84,0.81,-0.21,36.1,89.0,3.1,0.06,0.2,0.91,0.04,0.22,0.5,0.1,1.0,0.02,0.44,0.02,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.19,0.54,0.8,0.72,0.12,37.2,2495.0,5.4,0.21,0.25,0.19,0.1,0.28,0.93,0.17,0.36,0.01,0.43,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.31,0.37,0.3,0.25,-0.38,15.7,207.0,3.0,0.06,0.03,0.2,0.92,0.23,0.43,0.73,0.83,1.0,0.38,0.14,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.08,0.86,0.79,0.79,-0.42,42.1,2154.0,3.4,0.15,0.09,0.83,0.02,0.03,0.74,0.41,1.0,0.74,0.02,0.17,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.19,0.63,0.58,0.52,0.03,42.2,2683.0,7.8,0.08,0.19,0.89,0.29,0.14,0.33,0.74,1.0,0.08,0.28,0.13,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.22,0.83,0.73,0.66,0.48,16.3,1244.0,6.0,0.28,0.29,0.99,0.08,0.22,0.92,0.87,1.0,0.6,0.43,0.2,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.4,0.46,0.46,0.44,-0.35,23.1,162.0,5.6,0.18,0.14,0.0,0.97,0.19,0.59,0.17,0.15,1.0,0.02,0.14,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.17,0.69,0.2,0.17,-0.08,32.8,1251.0,5.1,0.14,0.12,0.88,0.27,0.21,0.46,0.56,1.0,0.13,0.23,0.06,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.44,0.65,0.31,0.28,-0.56,43.7,6.0,5.7,0.18,0.21,0.14,0.99,0.15,0.71,0.95,0.92,1.0,0.35,0.19,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.18,0.65,0.39,0.37,-0.06,34.5,1779.0,6.7,0.02,0.24,0.26,0.26,0.01,0.53,0.89,0.83,0.41,0.03,0.18,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.31,0.71,0.18,0.14,-0.34,29.2,249.0,6.3,0.23,0.01,0.23,0.79,0.13,0.91,0.07,0.01,1.0,0.31,0.02,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.12,0.44,0.8,0.66,-0.41,46.8,2176.0,4.6,0.11,0.01,0.02,0.28,0.97,0.52,0.43,0.09,0.09,0.35,0.18,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.18,0.79,0.51,0.44,-0.31,18.9,2203.0,6.6,0.26,0.15,0.22,0.13,0.22,0.92,0.57,0.56,0.69,0.03,0.13,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.29,0.87,0.27,0.22,-0.53,34.5,290.0,10.0,0.07,0.01,0.08,0.87,0.2,0.32,0.03,0.65,1.0,0.18,0.12,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.31,0.3,0.35,0.33,-0.43,40.4,1192.0,3.7,0.9,0.02,0.15,0.1,0.1,1.0,0.97,0.84,0.19,0.48,0.02,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.43,0.89,0.81,0.79,-0.19,33.4,585.0,7.4,0.06,0.94,0.16,0.13,0.09,0.88,1.0,0.7,0.28,0.14,0.13,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.11,0.62,0.72,0.67,0.28,31.3,444.0,6.1,0.04,0.17,0.71,0.1,0.05,0.29,0.96,1.0,0.41,0.5,0.03,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.17,0.64,0.78,0.76,-0.49,41.3,1034.0,2.0,0.17,0.23,0.98,0.07,0.24,0.96,0.45,1.0,0.94,0.01,0.16,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.24,0.59,0.36,0.7,-0.12,47.7,2701.0,5.3,0.73,0.0,0.09,0.09,0.15,1.0,0.03,0.92,0.08,0.37,0.08,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.18,0.65,0.84,0.78,-0.48,25.7,215.0,5.5,0.26,0.14,0.24,0.17,0.13,0.19,0.49,0.18,0.24,0.28,0.06,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.23,0.68,0.44,0.44,0.05,34.7,1851.0,1.5,0.22,0.27,0.84,0.17,0.18,0.63,0.47,1.0,0.88,0.07,0.04,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.44,0.44,0.1,0.1,-0.54,25.1,39.0,4.6,0.3,0.16,0.22,0.94,0.11,0.31,0.86,0.73,1.0,0.11,0.16,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.3,0.33,0.32,0.31,-0.5,31.4,273.0,2.0,0.24,0.05,0.28,0.71,0.12,0.75,0.34,0.92,1.0,0.13,0.08,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.48,0.21,0.19,0.59,-0.44,49.1,368.0,2.2,0.97,0.27,0.04,0.27,0.08,1.0,0.36,0.64,0.9,0.35,0.16,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.2,0.41,0.38,0.31,0.48,39.9,2272.0,5.1,0.25,0.29,0.27,0.02,0.95,0.43,0.27,0.03,0.76,0.04,0.0,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.42,0.73,0.62,0.57,0.02,25.8,2011.0,7.9,0.09,0.8,0.06,0.25,0.3,0.37,1.0,0.2,0.53,0.32,0.04,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.09,0.78,0.77,0.64,-0.48,19.2,2299.0,8.5,0.07,0.12,0.95,0.07,0.02,0.72,0.95,1.0,0.3,0.45,0.05,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.21,0.38,0.3,0.25,-0.41,38.8,2678.0,2.6,0.11,0.22,0.19,0.28,0.28,0.55,0.05,0.56,0.6,0.22,0.05,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.34,0.71,0.23,0.63,0.15,38.2,767.0,8.3,0.74,0.26,0.28,0.06,0.22,1.0,0.28,0.23,0.84,0.41,0.12,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.17,0.23,0.22,0.2,-0.45,37.9,2540.0,3.7,0.23,0.06,0.06,0.25,0.09,0.53,0.06,0.67,0.02,0.1,0.08,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.3,0.83,0.52,0.43,-0.23,30.5,118.0,7.6,0.1,0.02,0.06,0.86,0.23,0.97,0.82,0.77,1.0,0.13,0.17,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.2,0.46,0.71,0.66,-0.26,28.2,2433.0,4.5,0.19,0.21,0.25,0.21,0.0,0.19,0.17,0.1,0.6,0.08,0.08,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.05,0.67,0.36,0.36,-0.35,42.8,845.0,6.4,0.03,0.02,0.82,0.11,0.02,0.35,0.34,1.0,0.27,0.42,0.02,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.34,0.87,0.34,0.19,-0.45,37.6,886.0,9.5,0.76,0.1,0.0,0.24,0.28,1.0,0.61,0.9,0.23,0.16,0.15,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.38,0.56,0.63,0.59,-0.24,31.3,154.0,6.3,0.17,0.19,0.22,0.85,0.29,0.24,0.69,0.69,1.0,0.08,0.15,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.05,0.68,0.13,0.11,-0.5,40.1,2026.0,6.6,0.06,0.05,0.09,0.06,0.87,0.76,0.35,0.11,0.94,0.32,0.13,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.22,0.78,0.39,0.27,-0.3,39.7,471.0,7.4,0.72,0.01,0.02,0.01,0.15,1.0,0.12,0.84,0.68,0.12,0.16,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.16,0.23,0.69,0.65,0.16,33.4,2962.0,1.8,0.09,0.29,0.14,0.07,0.03,0.87,0.97,0.49,0.66,0.07,0.19,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.36,0.44,0.76,0.7,-0.43,30.0,61.0,5.4,0.06,0.22,0.07,0.86,0.13,0.86,0.12,0.61,1.0,0.08,0.11,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.44,0.71,0.15,0.14,-0.36,26.8,141.0,8.0,0.28,0.23,0.12,0.88,0.04,0.76,0.02,0.62,1.0,0.19,0.07,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.34,0.67,0.4,0.32,-0.23,44.4,228.0,6.4,0.01,0.23,0.17,0.81,0.06,0.84,0.82,0.84,1.0,0.1,0.15,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.08,0.71,0.22,0.21,-0.47,43.0,2290.0,8.3,0.21,0.01,0.22,0.04,0.82,0.99,0.96,0.03,0.57,0.37,0.2,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.16,0.3,0.35,0.3,0.48,44.6,1199.0,3.5,0.22,0.2,0.29,0.04,0.91,0.33,0.07,0.58,0.8,0.09,0.17,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.08,0.21,0.13,0.12,-0.17,29.0,2502.0,2.5,0.06,0.01,0.0,0.21,0.29,0.09,0.24,0.68,0.06,0.07,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.35,0.72,0.11,0.63,0.02,41.6,13.0,8.4,0.9,0.0,0.26,0.25,0.21,1.0,0.45,0.77,0.19,0.45,0.02,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.33,0.35,0.21,0.2,-0.3,20.3,201.0,4.0,0.03,0.2,0.24,0.8,0.15,0.86,0.02,0.23,1.0,0.02,0.09,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.16,0.87,0.31,0.28,-0.11,22.9,2372.0,1.9,0.02,0.24,0.99,0.19,0.28,0.75,0.86,1.0,0.06,0.05,0.16,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.33,0.15,0.6,0.51,-0.36,44.4,114.0,1.3,0.13,0.18,0.14,0.75,0.2,0.62,0.06,0.3,1.0,0.46,0.03,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.39,0.27,0.17,0.14,-0.18,18.1,457.0,2.8,0.11,0.83,0.18,0.11,0.01,0.36,1.0,0.83,0.2,0.46,0.19,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.29,0.72,0.15,0.13,-0.34,27.6,17.0,8.6,0.08,0.06,0.06,0.82,0.15,0.77,0.74,0.96,1.0,0.35,0.06,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.12,0.81,0.3,0.25,0.08,24.6,113.0,4.5,0.29,0.08,0.93,0.0,0.06,0.31,0.08,1.0,0.64,0.28,0.05,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.11,0.3,0.57,0.48,-0.11,17.3,2496.0,2.6,0.02,0.07,0.13,0.26,0.09,0.5,0.17,0.61,0.73,0.46,0.19,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.17,0.2,0.89,0.77,-0.03,40.0,819.0,3.2,0.2,0.2,0.0,0.09,0.75,0.51,0.99,0.24,0.96,0.02,0.11,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.14,0.56,0.76,0.62,0.46,26.0,162.0,6.9,0.2,0.1,0.16,0.13,0.03,0.36,0.36,0.13,0.94,1.0,0.03,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.42,0.5,0.14,0.12,-0.36,22.5,29.0,5.0,0.24,0.26,0.1,0.82,0.09,0.64,0.73,0.85,1.0,0.03,0.03,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.17,0.42,0.28,0.23,0.47,21.7,508.0,5.1,0.25,0.08,0.16,0.22,0.25,0.67,0.91,0.26,0.53,1.0,0.03,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.16,0.88,0.71,0.57,-0.48,40.5,2948.0,2.4,0.16,0.05,0.92,0.3,0.26,0.5,0.21,1.0,0.48,0.28,0.04,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.15,0.68,0.38,0.31,-0.32,41.3,2669.0,7.2,0.28,0.17,0.15,0.01,0.92,0.78,0.84,0.18,0.68,0.15,0.2,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.18,0.73,0.16,0.15,-0.44,22.2,2325.0,5.9,0.14,0.12,0.15,0.28,0.24,0.27,0.52,0.77,0.77,0.26,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.11,0.61,0.42,0.35,-0.43,30.5,2561.0,7.0,0.02,0.22,0.89,0.05,0.06,0.36,0.06,1.0,0.84,0.1,0.01,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.13,0.21,0.71,0.69,-0.13,42.5,2196.0,2.0,0.04,0.17,0.09,0.16,0.85,0.05,0.52,0.82,0.98,0.48,0.01,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.37,0.55,0.31,0.27,0.19,27.0,1962.0,5.0,0.03,0.74,0.1,0.2,0.01,0.68,1.0,0.87,0.85,0.46,0.17,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.17,0.35,0.34,0.29,0.48,30.3,1968.0,2.9,0.08,0.22,0.05,0.2,0.1,0.64,0.43,0.37,0.67,0.37,0.1,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.22,0.26,0.43,0.4,0.09,45.4,2742.0,3.0,0.22,0.22,0.14,0.21,0.79,0.22,0.18,0.68,0.16,0.22,0.14,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.33,0.79,0.75,0.61,-0.44,43.0,92.0,8.0,0.22,0.02,0.27,0.84,0.25,0.41,0.71,0.94,1.0,0.47,0.09,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.4,0.13,0.17,0.61,-0.05,42.4,1199.0,2.8,0.9,0.28,0.25,0.04,0.08,1.0,0.63,1.0,0.87,0.21,0.14,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.28,0.2,0.4,0.13,0.44,48.7,668.0,1.6,0.78,0.04,0.23,0.08,0.1,1.0,0.78,0.56,0.77,0.05,0.11,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.22,0.75,0.71,0.71,0.09,16.4,2474.0,4.4,0.23,0.26,0.81,0.15,0.27,0.85,0.27,1.0,0.12,0.31,0.1,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.08,0.79,0.39,0.32,-0.48,24.8,2813.0,5.4,0.0,0.14,0.81,0.08,0.02,0.67,0.06,1.0,0.34,0.01,0.16,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.14,0.86,0.77,0.76,-0.3,20.2,1644.0,5.8,0.16,0.05,0.83,0.24,0.13,0.54,0.5,1.0,0.67,0.34,0.15,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.31,0.48,0.11,0.32,-0.31,37.8,544.0,5.7,0.82,0.15,0.02,0.02,0.24,1.0,0.3,0.91,0.5,0.22,0.07,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.38,0.55,0.53,0.45,-0.26,41.5,136.0,5.7,0.05,0.24,0.21,0.91,0.29,0.59,0.49,0.74,1.0,0.1,0.17,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.19,0.62,0.61,0.6,-0.01,38.0,950.0,4.5,0.11,0.29,0.72,0.12,0.21,0.89,0.25,1.0,0.42,0.36,0.07,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.15,0.71,0.43,0.36,0.24,40.8,1657.0,6.6,0.23,0.17,0.86,0.03,0.18,0.36,0.77,1.0,0.86,0.32,0.2,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.39,0.43,0.28,0.6,0.18,44.7,1459.0,5.6,0.87,0.26,0.01,0.08,0.16,1.0,0.46,0.87,1.0,0.34,0.08,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.34,0.81,0.37,0.52,0.48,35.1,997.0,8.8,0.82,0.04,0.03,0.25,0.26,1.0,0.5,0.47,0.81,0.18,0.09,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.32,0.74,0.45,0.45,-0.34,30.4,234.0,7.5,0.02,0.18,0.3,0.8,0.27,0.67,0.93,0.12,1.0,0.33,0.14,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.13,0.7,0.82,0.75,0.08,41.0,2576.0,3.2,0.22,0.17,0.73,0.0,0.08,0.7,0.95,1.0,0.13,0.39,0.08,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.16,0.41,0.64,0.59,0.21,39.2,299.0,2.9,0.23,0.19,0.05,0.07,0.27,0.96,0.53,0.85,0.61,1.0,0.2,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.24,0.58,0.42,0.38,0.27,25.4,556.0,5.4,0.25,0.27,0.08,0.19,0.01,0.92,0.2,0.67,0.28,0.22,0.17,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.17,0.68,0.72,0.63,-0.46,45.0,623.0,7.4,0.15,0.2,0.23,0.15,0.72,0.4,0.42,1.0,0.02,0.19,0.13,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.11,0.41,0.6,0.52,0.46,42.2,2669.0,3.6,0.11,0.07,0.13,0.15,0.13,0.44,0.42,0.16,0.41,1.0,0.01,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.11,0.27,0.85,0.76,0.37,18.7,2959.0,2.4,0.15,0.08,0.1,0.1,0.25,0.04,0.35,0.05,0.24,1.0,0.04,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.12,0.81,0.87,0.81,0.43,15.7,2304.0,6.5,0.13,0.02,0.73,0.24,0.28,0.72,0.54,1.0,0.94,0.43,0.03,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.16,0.57,0.78,0.68,0.14,21.3,2870.0,6.6,0.07,0.23,0.22,0.17,0.03,0.96,0.56,0.48,0.91,0.49,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.16,0.66,0.69,0.56,-0.1,28.5,1983.0,7.5,0.07,0.2,0.27,0.22,0.27,0.85,0.21,0.6,0.07,0.4,0.03,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.03,0.16,0.34,0.29,-0.15,28.5,233.0,0.7,0.04,0.03,0.01,0.01,0.05,0.5,0.61,0.65,0.88,1.0,0.08,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.21,0.58,0.51,0.43,-0.44,42.3,189.0,6.0,0.27,0.19,0.05,0.17,0.23,0.34,0.16,0.29,0.68,0.13,0.06,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.39,0.33,0.57,0.55,-0.24,32.3,145.0,2.0,0.14,0.24,0.03,0.85,0.03,0.67,0.33,0.12,1.0,0.33,0.07,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.12,0.7,0.38,0.33,0.3,16.4,308.0,8.4,0.09,0.04,0.98,0.24,0.03,0.34,0.24,1.0,0.52,0.28,0.03,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.08,0.25,0.79,0.79,0.32,22.0,998.0,3.8,0.09,0.07,0.11,0.09,0.3,0.23,0.17,0.85,0.98,0.34,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.29,0.29,0.2,0.16,-0.5,24.4,26.0,3.1,0.07,0.05,0.17,0.82,0.25,1.0,0.79,0.57,1.0,0.31,0.01,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.12,0.82,0.41,0.37,-0.25,43.4,2421.0,7.3,0.21,0.1,0.95,0.04,0.03,0.61,0.32,1.0,0.78,0.16,0.01,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.27,0.17,0.63,0.54,-0.32,20.6,200.0,1.2,0.07,0.03,0.12,0.78,0.01,0.4,0.69,0.34,1.0,0.18,0.14,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.17,0.32,0.56,0.46,0.04,42.4,174.0,4.4,0.23,0.15,0.3,0.13,0.08,0.81,0.79,0.93,0.63,0.11,0.03,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.19,0.88,0.39,0.38,0.47,33.7,800.0,4.5,0.24,0.23,0.79,0.07,0.25,0.68,0.81,1.0,0.01,0.28,0.15,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.36,0.39,0.33,0.54,-0.24,37.9,2411.0,5.2,0.87,0.07,0.0,0.23,0.28,1.0,0.21,0.14,0.13,0.03,0.06,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.46,0.2,0.32,0.35,-0.49,49.8,2123.0,2.3,0.95,0.29,0.04,0.21,0.2,1.0,0.85,0.83,0.98,0.24,0.05,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.4,0.51,0.18,0.26,-0.32,46.9,1229.0,5.0,0.97,0.13,0.19,0.18,0.2,1.0,0.58,0.14,0.76,0.34,0.1,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.14,0.27,0.56,0.46,0.46,26.1,1549.0,1.4,0.3,0.03,0.09,0.12,0.16,0.48,0.32,0.92,0.67,0.08,0.2,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.31,0.65,0.13,0.19,-0.32,42.6,2560.0,7.3,0.82,0.15,0.02,0.03,0.29,1.0,0.8,0.04,0.65,0.35,0.06,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.09,0.63,0.63,0.58,0.15,26.6,316.0,6.4,0.0,0.19,0.94,0.06,0.26,0.97,0.17,1.0,0.64,0.44,0.12,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.2,0.56,0.14,0.13,-0.39,17.9,2133.0,4.7,0.11,0.2,0.29,0.3,0.05,0.45,0.92,0.4,0.18,1.0,0.12,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.34,0.79,0.31,0.25,-0.3,22.1,34.0,6.9,0.03,0.17,0.26,0.88,0.3,0.74,0.98,0.56,1.0,0.39,0.12,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.18,0.68,0.22,0.19,-0.25,32.8,1681.0,8.2,0.1,0.29,0.82,0.1,0.27,0.88,0.74,1.0,0.44,0.48,0.11,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.42,0.62,0.53,0.46,-0.31,22.1,2632.0,6.7,0.02,0.87,0.29,0.22,0.27,0.53,1.0,0.91,0.79,0.22,0.08,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.02,0.62,0.72,0.7,0.05,39.1,1012.0,5.2,0.04,0.01,0.05,0.03,0.23,0.83,0.28,0.77,0.51,0.14,0.06,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.37,0.43,0.36,0.41,-0.42,45.1,215.0,5.2,1.0,0.09,0.3,0.12,0.13,1.0,0.66,0.54,0.33,0.1,0.02,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.42,0.44,0.81,0.69,-0.54,37.3,250.0,2.9,0.14,0.23,0.24,0.94,0.12,0.64,0.76,0.31,1.0,0.19,0.08,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.38,0.73,0.63,0.59,-0.56,28.2,16.0,6.6,0.04,0.19,0.08,0.97,0.12,0.1,0.72,0.73,1.0,0.31,0.17,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.11,0.26,0.7,0.66,0.01,15.6,2841.0,1.9,0.19,0.12,0.02,0.01,0.1,0.23,0.97,0.53,0.58,0.24,0.1,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.48,0.64,0.5,0.43,-0.27,31.6,144.0,5.5,0.26,0.24,0.16,1.0,0.23,0.93,0.64,0.55,1.0,0.3,0.08,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.32,0.35,0.12,0.67,0.47,42.1,727.0,4.6,0.71,0.23,0.24,0.03,0.09,1.0,0.23,0.1,0.38,0.23,0.01,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.15,0.27,0.11,0.1,0.41,39.7,1029.0,2.4,0.18,0.13,0.24,0.15,0.89,0.09,0.63,0.37,0.78,0.05,0.11,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.18,0.77,0.8,0.76,-0.16,26.3,2416.0,3.2,0.05,0.25,0.98,0.22,0.03,1.0,0.67,1.0,0.71,0.15,0.02,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.12,0.64,0.23,0.23,0.07,29.4,30.0,6.4,0.1,0.09,0.17,0.19,0.16,0.28,0.85,0.51,0.3,0.23,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.28,0.47,0.18,0.42,-0.09,46.9,1759.0,4.7,0.78,0.02,0.24,0.14,0.13,1.0,0.73,0.54,0.83,0.32,0.14,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.14,0.57,0.73,0.66,-0.28,39.5,1584.0,6.4,0.03,0.12,0.17,0.27,0.29,0.91,0.42,0.53,0.83,0.06,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.17,0.52,0.68,0.57,0.29,31.4,2614.0,4.7,0.12,0.11,0.04,0.29,0.19,0.9,0.44,0.73,0.38,0.01,0.19,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
